,413FM0J_sample001,YA4JE89_sample001,AI8K1H6_sample002,GM30XFD_sample003,YA4JE89_sample002,JD32HPP_sample005,AI8K1H6_sample001,413FM0J_sample002,128T8B4_sample025,UYX1M7A_sample004,2I1Y0Z9_sample001,2I1Y0Z9_sample002,Z9UVZX7_sample001,ZF8WDFS_sample005,0QJ6J2T_sample001,314Z52D_sample001,P7IG2M6_sample001,77SHGAG_sample002,77SHGAG_sample001,3RGFT20_sample004,IYRVLF5_sample001,H84559E_sample004,7F3ZM3T_sample001,F27B011_sample001,C5J912G_sample001,P7IG2M6_sample002,ERUH8Y4_sample001,Q15VFHB_sample002,3WR61X3_sample001,1KEQR84_sample002,91W7C88_sample003,K5LA59U_sample002,JD32HPP_sample003,1KEQR84_sample001,Z9UVZX7_sample004,IYRVLF5_sample002,I9178W9_sample001,GM30XFD_sample002,Z9UVZX7_sample002,5OCQITY_sample001,Q15VFHB_sample001,K5LA59U_sample001,2DZJ8RE_sample002,50RWL61_sample002,O697I0L_sample001,BV5W979_sample001,50RWL61_sample003,BV5W979_sample003,H84559E_sample001,UYX1M7A_sample003,JD32HPP_sample002,LPHTEXM_sample001,C18HPI3_sample003,H84559E_sample003,1KEQR84_sample003,BV5W979_sample002,UYX1M7A_sample005,3CA9B3H_sample001,K5LA59U_sample003,ZF8WDFS_sample007,GM30XFD_sample001,9M7H5EI_sample001,UYX1M7A_sample002,2DZJ8RE_sample001,91W7C88_sample002,Q15VFHB_sample004,128T8B4_sample029,50RWL61_sample001,C18HPI3_sample001,C18HPI3_sample002,BYPLWTE_sample001,IO8L3WL_sample001,JD32HPP_sample004,37F102B_sample001,7UV42I3_sample001,U05HLZY_sample001,37F102B_sample002,3RGFT20_sample001,ZF8WDFS_sample004,LPHTEXM_sample002,91W7C88_sample001,UYX1M7A_sample001,2W5JG33_sample080,91W7C88_sample004,JD32HPP_sample001,U05HLZY_sample002,O3F124I_sample001,BV5W979_sample004
ATF3_M07825_2.00,0,22,0,0,18,0,0,0,0,0,9,0,0,0,3,11,0,0,0,9,19,0,0,12,10,0,9,14,5,11,0,0,0,0,0,0,12,0,0,9,0,0,0,0,14,0,5,0,0,0,0,0,0,31,0,11,0,9,0,0,13,19,0,0,0,0,0,14,0,0,0,15,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF641_M07615_2.00,0,151,0,0,0,0,0,55,0,0,0,0,0,0,30,27,0,106,0,89,0,0,11,62,58,0,55,0,52,0,0,0,0,0,0,75,66,0,0,51,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,85,0,0,0,0,0,0,0,0,24,67,0,0,0,84,177,0,0,0,0,0,0,0,0,0,36,0
CTCF_M07918_2.00,0,0,0,0,0,0,0,0,0,0,0,53,0,0,27,46,0,0,0,67,79,0,23,74,66,0,70,0,47,0,0,0,0,0,0,0,64,0,0,70,0,0,0,0,81,0,0,0,0,0,0,0,0,82,0,0,0,79,0,0,0,89,0,0,0,49,0,0,0,0,22,70,0,0,52,40,84,0,0,0,0,0,0,0,0,0,28,0
CDX2_MA0465.2,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,15,6,0,0,0,0,0,0,0,0,0,0,0,13,0,11,14,0,22,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,18,0,0,0,0,14,0,0,0
ZNF543_M08347_2.00,0,0,0,0,0,0,0,42,0,0,0,0,0,0,17,0,0,0,0,43,0,0,9,0,0,0,0,0,36,0,0,0,0,0,0,82,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,0
DUX4_MA0468.1,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,17,0,6,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,11,13,0,0,0,0,0,0,0,15,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
RFX5_RFX5_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,20,0,0,38,40,0,0,26,32,0,0,0,37,73,0,0,51,53,0,42,0,20,0,0,0,0,0,0,59,43,0,0,53,0,0,55,0,49,0,0,0,0,0,0,26,0,0,0,0,0,44,0,0,0,80,0,0,0,0,0,0,0,0,16,45,0,0,37,40,0,0,0,0,0,0,0,0,0,0,13,0
OTX2_MA0712.2,0,34,0,0,0,0,0,15,0,0,0,18,0,0,0,0,0,23,0,0,0,0,0,24,19,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPD_CEBPD_HUMAN.H11MO.0.C,16,18,0,0,20,0,0,0,0,0,5,0,0,0,0,0,12,14,0,13,19,0,0,15,13,0,10,0,0,17,0,0,0,0,0,12,0,14,0,13,0,20,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,0,0,0,0,0
ZN467_ZN467_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,134,0,0,0,0,0,0,0,235,265,0,222,0,170,0,0,0,0,0,0,0,225,0,0,209,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,373,0,0,0,0,0,0,0,0,74,257,0,0,164,0,0,0,0,0,0,0,0,0,0,0,129,0
PKNX1_PKNX1_HUMAN.H11MO.0.B,0,29,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,18,0,0,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF28_M07748_2.00,0,0,92,0,0,0,0,69,0,0,0,0,0,0,43,54,113,0,0,122,0,0,19,95,125,0,111,0,81,0,0,0,0,0,0,0,107,0,0,108,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,176,0,0,0,0,0,0,0,0,59,116,0,0,89,133,0,0,0,0,0,0,0,0,0,0,60,0
CTCF_M07880_2.00,0,76,0,0,0,0,64,38,0,0,0,0,0,0,36,37,71,0,0,68,0,0,21,70,70,0,76,0,39,0,0,0,0,0,0,73,68,0,0,68,0,0,65,0,80,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,84,0,0,90,0,0,0,0,72,0,63,0,0,51,58,0,0,0,0,0,0,0,0,0,63,30,0
ZNF675_M08266_2.00,0,0,0,0,40,0,19,25,0,0,15,0,0,0,0,0,31,0,0,0,0,0,0,34,31,0,0,0,11,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,42,0,0,0,25,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
ATF3_M07824_2.00,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,13,0,14,0,9,0,0,2,14,11,0,0,0,4,13,0,0,0,0,0,0,17,29,0,10,0,12,0,7,15,0,10,0,0,0,0,0,0,29,19,0,0,7,0,0,14,19,0,0,0,12,0,0,16,0,0,14,0,0,13,15,0,0,0,10,0,0,0,0,0,19,0,0
ZFP42_ZFP42_HUMAN.H11MO.0.A,0,28,7,16,18,0,0,16,0,0,6,0,0,0,8,7,21,17,25,0,0,0,0,25,17,0,16,0,1,0,0,0,0,0,0,20,24,0,0,9,0,23,16,0,16,12,14,0,0,0,0,0,0,26,0,0,0,16,0,0,20,35,0,18,0,11,0,0,0,23,0,15,0,0,15,19,28,0,0,0,0,0,0,0,0,0,9,0
TEAD2_M08175_2.00,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,14,0,11,15,11,29,0,0,20,16,0,18,0,10,0,0,0,0,0,0,0,0,32,0,17,0,0,21,0,0,0,0,0,0,0,0,0,0,0,24,0,0,11,0,35,0,33,0,0,0,0,0,27,0,0,0,27,0,37,15,0,31,0,0,16,13,0,0,0,0,25,7,0
NR2C1_NR2C1_HUMAN.H11MO.0.C,0,39,0,0,37,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
ZNF324_M07566_2.00,0,0,0,0,0,0,0,0,0,0,24,0,0,0,11,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,61,0,0,28,0,0,0,0,0,0,12,0
CTCF_M07886_2.00,0,0,0,0,0,0,0,44,0,0,0,56,0,0,43,54,0,0,0,67,87,0,23,81,70,0,80,0,43,0,0,0,0,0,0,0,74,0,0,76,0,0,0,0,93,0,0,0,0,0,0,0,0,100,0,0,0,79,0,0,0,91,0,0,0,0,0,0,0,0,0,73,0,0,60,46,94,0,0,0,0,0,0,0,0,0,35,0
ZFP14_MA1972.1,0,0,0,0,0,0,48,47,0,0,66,0,0,0,25,40,0,112,0,0,0,0,6,103,98,0,107,0,30,0,0,0,0,0,0,105,99,0,0,79,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,120,0,0,0,53,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,24,0
CTCF_M07904_2.00,0,0,0,0,0,0,0,41,0,0,0,60,0,0,43,52,0,0,0,63,87,0,22,84,70,0,78,0,45,0,0,0,0,0,0,0,78,0,0,77,0,0,0,0,92,54,0,0,0,0,0,0,0,101,0,0,0,83,0,0,0,95,0,0,0,0,0,0,0,0,0,75,0,0,59,44,97,0,0,0,0,0,0,0,0,0,33,0
SOX9_SOX9_HUMAN.H11MO.0.B,0,34,0,0,0,0,0,0,0,0,8,0,0,0,0,19,0,24,0,0,41,0,0,26,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,5,0,0,0,24,0,58,0,0,0,0,0,0,0,0,35,9,0
CTCF_M07887_2.00,0,121,0,0,0,0,0,61,0,0,0,0,0,0,52,67,0,0,0,93,0,0,33,108,102,0,96,0,61,0,0,0,0,0,0,113,118,0,0,101,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,134,0,0,129,0,0,0,0,0,26,92,0,0,80,0,0,0,0,0,0,0,0,0,0,70,50,0
STAT4_STAT4_HUMAN.H11MO.0.A,0,12,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,0,0,13,19,0,19,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,33,0,0,0,0,0,0,0,28,0,20,0,0,0,12,0,0,0,11,0,0,0,0,0,0,7,0
ZNF75D_M07683_2.00,16,28,15,0,0,0,0,8,0,0,0,0,0,0,0,0,11,20,25,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,38,0,15,0,0,0,19,0,0,0,0,0,0,10,0
ATF4_ATF4_HUMAN.H11MO.0.A,0,12,3,0,12,0,0,7,0,0,0,5,19,0,0,0,14,14,15,13,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,19,13,0,0,0,0,12,20,0,15,0,7,19,0,22,0,8,20,0,0,0,0,16,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,5,14,0,0,0,0,0,0
SIX2_SIX2_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,16,0,0,0,0,0,10,0,0,18,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,25,0,0,0,0,0,0,0,0,0,0,0
ZNF449_MA1656.1,0,0,23,0,0,0,21,21,0,0,0,0,0,0,0,22,39,59,0,37,0,0,2,50,46,0,0,0,17,0,0,0,0,0,0,0,0,0,0,57,0,0,42,0,51,0,0,0,0,0,0,0,0,0,0,0,0,39,43,0,0,61,0,0,0,0,0,0,0,0,0,44,0,0,29,35,61,0,0,36,0,0,0,0,0,0,0,0
E2F2_E2F2_HUMAN.H11MO.0.B,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,14,13,22,0,7,0,10,7,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,13,8,0,0,0,0,0,12,0,0,0,11,11,0,0,0,0,0,0,0,0,0,6,0
ZNF75D_MA1601.2,16,28,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,20,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0
ZFP1_M07670_2.00,0,0,0,0,0,0,0,21,0,0,14,0,0,0,0,14,28,0,0,26,39,0,0,33,40,0,36,0,19,0,0,0,0,0,0,0,28,0,0,33,0,0,49,0,31,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,47,0,0,0,0,0,0,0,0,8,33,0,0,20,0,72,0,0,0,0,0,0,0,0,0,13,0
ZNF248_M07739_2.00,0,0,0,0,0,0,9,0,0,0,11,14,0,0,0,10,0,0,18,0,0,0,0,25,0,0,30,0,12,11,0,0,0,0,33,24,0,0,0,23,0,0,32,0,26,0,0,0,0,0,0,20,0,0,26,0,0,0,0,0,0,39,0,41,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
NR2C2_M07991_2.00,0,0,15,0,32,0,0,19,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,29,0,29,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,19,0,0,29,0,0,0,0,0,30,32,0,0,0,0,0,0,0,0,0,28,0,0,0,22,38,0,0,0,0,0,0,0,0,0,0,0
BHE40_BHE40_HUMAN.H11MO.0.A,0,24,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0
MYF5_MA1641.1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,19,15,0,20,0,0,0,0,24,0,25,0,5,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,35,0,0,0,0,0,0,0,27,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,33,0,0
MEIS1_MA1639.1,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,15,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,18,0,10,8,0,0,0,0,0,0,0,0,9,0,0,9,9,0,0,21,0,0,0,0,0,0,18,0,0,14,9,0,7,12,0,0,0,0,0,0,0,9,0,0,2,0
CTCF_M07864_2.00,0,73,0,0,0,0,0,44,0,0,53,54,0,0,30,41,0,0,0,58,0,0,19,67,0,0,66,0,44,0,0,0,0,0,0,0,69,0,0,67,0,0,0,0,77,0,0,0,0,0,0,49,0,78,0,0,0,75,0,0,0,83,0,0,0,0,0,0,0,0,22,67,0,0,45,0,80,0,0,0,0,0,0,0,0,0,25,0
KLF7_MA1959.1,0,124,54,0,108,0,51,51,0,0,0,36,0,0,22,28,95,94,0,72,0,0,26,53,53,90,40,0,40,90,0,0,0,0,77,0,57,0,0,37,0,0,68,0,54,0,0,0,0,0,0,64,0,115,0,0,0,37,0,0,0,78,0,0,0,82,0,0,0,0,15,59,0,0,35,0,107,0,0,0,0,0,0,0,0,75,20,0
ZNF384_M08306_2.00,0,0,13,0,56,0,0,20,0,0,11,0,0,0,0,30,0,35,0,28,0,0,0,17,24,0,25,0,0,0,0,0,0,0,0,0,17,0,0,19,0,0,71,0,20,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0
ZNF528_MA1597.1,0,0,19,0,0,0,0,29,0,0,0,23,0,0,13,25,0,42,0,0,0,0,6,56,47,0,47,0,24,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
YY1_M08085_2.00,0,0,10,0,31,0,12,22,0,0,14,0,0,0,9,13,21,25,0,0,0,0,6,33,25,22,22,0,7,0,0,0,0,0,0,30,20,0,0,19,0,0,26,0,28,0,31,0,0,0,0,12,0,0,0,0,0,27,0,0,0,42,0,30,0,15,0,0,0,0,0,27,0,44,24,22,39,0,0,0,0,0,0,0,0,0,7,0
ZBTB6_M08364_2.00,0,0,37,0,0,0,45,40,0,0,0,0,0,0,28,45,0,75,0,59,0,0,8,79,92,0,75,0,35,0,0,0,0,0,0,80,83,0,0,73,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,113,0,0,0,52,0,0,0,0,0,77,0,0,45,0,84,0,0,0,0,0,0,0,0,0,34,0
ZN490_ZN490_HUMAN.H11MO.0.C,0,0,0,0,0,0,17,0,0,0,18,18,0,0,7,0,0,24,36,35,0,0,0,51,0,22,0,0,4,0,0,0,0,0,48,36,36,0,0,30,0,0,60,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,66,0,0,36,0,0,0,0,0,43,0,0
NRF1_M08177_2.00,0,0,0,0,35,0,0,12,0,0,20,19,0,0,15,0,0,0,0,0,15,0,7,0,0,0,18,0,16,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,20,0,0,0,0,12,0,27,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,13,0
PKNOX1_MA0782.2,28,0,0,0,40,0,0,0,0,0,0,0,0,0,0,14,23,0,0,19,0,0,0,31,35,0,36,0,0,0,0,0,0,0,0,39,31,0,0,26,0,0,44,0,40,0,23,0,0,0,0,22,0,0,0,0,0,31,0,0,38,43,0,59,0,0,0,0,0,0,0,38,0,0,28,0,0,0,0,23,0,0,0,0,0,0,11,0
CTCF_M07903_2.00,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,29,0,0,0,40,0,0,0,48,48,0,47,0,26,0,0,0,0,0,0,0,41,0,0,50,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,55,0,0,57,0,0,0,0,0,0,41,0,0,36,33,56,0,0,0,0,0,0,0,0,0,16,0
ZNF529_M07678_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,121,0,0,0,417,0,0,95,272,305,0,252,0,248,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0
HNF6_HNF6_HUMAN.H11MO.0.B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,5,15,0,0,0,0,0,0,2,0,4,0,0
MITF_MITF_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,20,0,21,0,0,0,3,20,21,0,0,0,7,0,0,0,0,0,0,29,25,0,0,13,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,34,0,0,0,0,0,0,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
IRF1_M08142_2.00,0,163,0,0,0,0,70,0,0,0,0,0,0,0,12,66,0,0,0,108,0,0,19,88,80,0,84,0,31,0,0,0,0,0,0,83,81,0,0,66,0,0,0,0,79,0,0,0,0,0,0,68,0,0,0,0,0,83,0,0,0,126,0,0,0,0,0,0,0,0,0,78,0,0,65,0,0,0,0,0,0,0,0,0,0,0,31,0
ZNF223_M07654_2.00,0,0,36,0,0,0,0,34,0,0,0,43,0,0,29,29,0,64,0,0,0,0,12,0,0,0,50,0,23,0,0,0,0,0,0,0,57,0,0,56,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,34,0,70,0,0,0,0,0,0,0,0,0,0,0
SOX2_MA0143.4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,0,0,0,0,0,23,0,0,0,15,0,0,0,0,0,0,0,0
PRDM1_M08276_2.00,0,0,38,0,84,0,0,43,0,0,29,0,0,0,29,37,57,65,0,58,0,0,9,67,72,0,66,0,30,0,0,0,0,0,0,0,63,0,0,58,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,90,0,0,0,0,0,0,0,0,0,78,0,0,50,58,106,0,0,69,0,0,0,0,0,0,0,0
NFIA_NFIA_HUMAN.H11MO.0.C,0,0,0,0,45,0,20,17,0,0,0,0,0,0,16,0,35,40,0,31,0,0,0,0,47,0,0,0,8,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,72,0,0,0,35,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
ZNF324_M08280_2.00,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,14,0,17,0,0,0,0,0,23,0,0,0,0,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,0,0,0,0,0,0,0,0,0,0,0
PO2F1_PO2F1_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
ZNF33A_M08369_2.00,0,16,0,20,16,20,3,0,0,0,0,0,0,0,0,8,0,11,0,0,19,24,0,13,13,8,0,0,5,10,0,0,0,0,0,0,20,19,0,10,0,0,0,5,0,0,10,0,0,0,0,10,0,0,0,0,0,8,0,0,0,17,0,18,0,0,0,0,0,0,0,18,0,0,9,14,0,0,0,0,0,0,0,0,0,0,3,0
MAX_M07794_2.00,0,36,0,0,0,0,16,0,0,0,0,0,0,0,10,0,16,0,0,0,29,0,0,0,20,17,19,0,0,0,0,0,0,0,29,30,27,0,0,18,0,27,0,0,22,0,0,0,0,26,0,0,0,0,0,0,0,15,0,0,0,33,0,28,0,14,0,0,0,0,0,24,0,38,17,0,0,0,0,16,0,0,0,0,0,21,5,0
YY1_M07856_2.00,0,32,11,0,28,0,14,18,0,0,0,0,0,0,0,7,18,20,0,0,0,0,0,21,22,0,17,0,5,0,0,0,0,0,18,25,23,0,0,16,0,0,0,0,17,0,23,0,0,0,0,0,0,28,0,0,0,20,0,0,21,36,0,24,0,10,0,0,0,22,0,21,0,0,17,0,28,0,0,0,0,0,0,0,0,0,5,0
ZN320_ZN320_HUMAN.H11MO.0.C,0,0,101,0,0,0,0,90,0,0,0,0,0,0,0,62,0,202,0,0,0,0,0,129,147,0,134,0,0,0,0,0,0,0,0,0,154,0,0,105,0,0,131,0,134,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,191,0,0,0,0,0,0,0,0,39,144,0,0,87,0,0,0,0,0,0,0,0,0,0,0,53,0
PBX2_PBX2_HUMAN.H11MO.0.C,23,0,6,0,0,0,0,0,0,8,0,0,0,0,0,9,0,11,0,15,14,0,0,18,13,0,18,0,6,0,0,0,0,0,0,0,16,0,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,27,0,33,0,0,0,0,0,0,0,12,0,0,19,18,41,0,0,15,0,0,0,0,0,17,0,0
SIX2_MA1119.1,0,0,0,0,0,0,10,0,0,0,6,6,0,0,0,9,12,0,0,0,20,0,0,18,15,0,26,0,0,0,0,0,0,0,0,16,18,0,0,12,0,11,25,0,24,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,27,23,0,0,0,0,0,24,0,0,13,0,0,0,0,14,0,0,0,0,0,17,0,0
TWST1_TWST1_HUMAN.H11MO.0.A,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,39,0,0,0,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,20,0,0,0,0,38,0,20,0,0,0,0,0,0,0,0,0,38,0,34,0,0,0,0,0,0,0,0,0,0,0,24,39,0,0,26,0,0,0,0,0,24,0,0
SIX5_M08208_2.00,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,7,0,0,0,0,0,0,0,12,0,0,3,0,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
NR2C2_M08156_2.00,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,17,0,0,0,35,0,0,7,44,43,0,0,0,24,0,0,0,0,0,0,0,44,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,18,0
SCRT2_MA0744.2,0,0,11,0,32,0,0,12,0,0,0,16,0,0,0,0,11,0,0,23,35,0,0,0,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,45,0,0,0,0,0,0,0,35,0,63,0,0,0,0,0,0,0,0,0,0,0,30,0,0
